"ID","REVIEW","RATING","AUTHOR","TITLE"
"3943","I loved her movie when she was an secret agent along with Statham & Law. It was really funny movie, that if I find it on one of TV channel I will stay to watch it for another time. But this one is.. no way.. strange scenario, not explained history of miscreants, it was really hard for me to go through the entire movie. Not recommended.","2","j-antosiak"," Sometimes Mellissa McCarthy do not means a good comedy
"
"3944","I have followed Melissa's career with interest and found several of her films wildly entertaining, especially Spy. However, this concoction is so very, very disappointing. Firstly the jokes are stretched out way beyond their humour and the chemistry is totally missing between Melissa and Octavia's characters. It's as if she signed up to the film, before reading the script ('cause it had Melissa in it of course, why wouldn't you!?) and later regretted the decision, but it was too late to say no.This could have been so much better, the acting, jokes, direction and so on. The only person (character) who I felt close to genuine was the actress playing the daughter of Octavia's character. She did a fine job in duff circumstances.Only watch if you have nothing better to do. Melissa, you are so much better than this!","1","mandyjwebb"," What were you thinking?
"
"3945","Such a boring movie! Tiny snippets of funny comments but otherwise it's beyond boring and badly written/directed/acted etc. Worst movie I've seen in a long time.","2","fweathergal"," A movie to fall asleep to
"
"3946","Had some potential as a silly comedy but lost its way and ended up as a fragmented mess. Sad.Octavia Spencer was a total miscast. While she is a very talented actress she isn't suited very well for comedy or even paying the ""straight man"". Melissa was Melissa without a quality comedy script. A few laughs but overall but still a sub average comedy.","4","swift-66046"," Had some potential as a silly comedy BUT,,,,
"
"3947","Seemed like a good premise, with a terrific cast, but was pointless and really boring. Awful script and inane dialogue. The cast couldn't save this one!","2","rosemaryheller"," Don't bother
"
"3948","I thought maybe the movie had low ratings because of people automatically downvoting female lead movies. But no. It deserves the low ratings. I don't know why the writer feels the humor must be crass and disgusting in order to be funny. Because it is not. The whole plot is lazy and unimaginative. The dialogues are boring and stupid. I think Ben Falcone should find another line of work.","3","sevenjetc"," Don't bother watching it
"
"3949","I just can't believe how bad this was,. I think I kind of laughed once in the first 30 minutes, after that I felt stupid for watching it. So ya, don't waste your time.","2","danielscbaker"," Simply awful
"
"3950","""Thunder Force"": since the good cast involved, I was hoping, at least, to have a few laughs. No. It's just really bad in everything. Don't waste your time.","1","wild-dog36"," WASTE OF TIME
"
"3951","Did I laugh a few times? Yes.Would I consider watching it again? Nope.","3","fgurgone"," Some chuckles but not a good movie
"
"3952","Really Starting to wonder where my Netflix fee's go given the promise of a new movie each week circa 2021 well if this is your example of a new offering it boasts both a waste of time and money and given the fact the cast actually do possess talent this makes this excuse of a film even worse, I understand there is
streaming wars going on but how quickly you can fall behind, Disney+ has been superb prime is delivering beyond my expectations and your offering this keep it up and you'll lose another customer.","3","damientattersall"," Thunder farce !
"
"3953","Why do these things have to be so bad, it's not that difficult to write a decent script, can't they copy something like the ninja turtles or elektra ? The basic premise is fine, cast is fine, but the script is terrible, even for a kid movie.","2","pabhc"," Why
"
"3954","I wasn't expecting this film to be hilarious seeing the trailer, but I was expecting... well... something. This wasn't the worst cast. It looked visually OK. There was a woke manager in the script team so obviously some budget. I don't know what went wrong. Was it the woman with superpowers like lasershooting and shopping for haute couture? Was it the villain dropping by to reveal his evil intentions? Was it the tear jearking, vomit inducing finale? This was so lame.","4","brunovanael"," Crapalicious
"
"3955","Well beyond terrible! I guess they made this film to ease their lockdown boredom.","2","steveobooth"," Terrible!
"
"3956","Pointless film, pointless waste of time. What shoud that ?","2","marcelrieks"," Thunderless Force
"
"3957","Very funny. If you're looking for a moving heartfelt powerful film. Don't watch something called Thunderforce!If you want a laugh watch this film. It's great.","10","martin_roulstone"," You know what, it's funny get over yourselves.
"
"3958","I really enjoyed this movie. The structure was good, it was easy to understand. Just some light hearted humor that's not something to be taken too seriously. I think it's all about personal preference. No reason to get dogmatic in the reviews ðŸ˜‚","8","ghibliowl"," I enjoyed it
"
"3959","This movie is funny. It's not Oscar worthy no but after the last year we've had it's light and just fun. People need to lighten up a lot!","9","tstandish210"," People are so Unhappy!
"
"3960","Take it for what it is, a fun family movie. My twelve year old complained that his tummy hurt from laughing. It's not high brow or complex, just amusing and easy to watch. I love Melissa Mccarthy in everything she's in, and I felt she didn't disappoint, Octavia Spencer is very funny too.","9","lindsduffers"," Made us all laugh
"
"3961","I was very surprised to see all the 1 and 2 star reviews. Was it a great movie? No.... but it had its moments. It is exactly what you think it is. 2 chubby ladies as unlikely superheros kinda messin stuff up. I don't regret watching it, you may not either.","6","hecklndecalr"," It wasn't as bad as the reviews suggest
"
"3962","Daft & laugh out loud funny moments! Good light hearted fun.. I hope they make a part 2.","10","biskwitsbaby"," I LOVED this film
"
"3963","Watched it with the family and we were all laughing so hard. This is a great one to watch with the kids because the jokes are universal. I don't understand the bad reviews but I also don't understand the people saying that all of the bad reviews are from men. Man here. Loved it.","10","brentarmour-446-399487"," This movie is hilarious
"
"3964","Sometimes after I finish a great movie I like to see the reviews because I know I'm gonna find reviews that have nothing to do with the movie. IMBD has terrible rating system and it's full of fake accounts. Go read the names on 1 star ratings on most movies.This movie was hilarious, Mellisa being Mellisa. Jason always being epically hilarious. This movie had great bunch of characters and great jokes. Over just very fun, sweet movie. Nothing PC or sexiest about this movie and this is coming from a guy who doesn't care about being pc or anything modern that offends sensitive people. People are just too damn uptight.","10","donumdei"," I love the fake reviews
"
"3965","The raw chicken slurping scenes are too original, lol! This is yet another hilarious (long) nonsense Melissa McCarthy comedy you know and love that makes you laugh so hard at predictable gags and brightens up the end of a long day. Only for fans who like these exaggerated gut-punching comedies!","10","joshg-97934"," A chicken slurping masterpiece!
"
"3966","I feel bad saying this but Melissa McCarthy was funny BEFORE she started doing her husband's movies. It's gotta stop. She's so much better than this. Really hoping she does someone else's writing in the near future. Miss the funny McCarthy.","3","meghanndotta-120-574630"," Stop doing your husbands films
"
"3967","If it wasn't for Bateman this would be a 3 for me. I enjoyed the crab & his parts genuinely got laughs out of me but the rest was pretty rough. Give us an origin Crab movie..I'll enjoy that.","5","denvertts"," Bateman attempts a save
"
"3968","Some cheap laughs. Decent for turning off your brain but there's not a whole lot of thought in this movie. Not the writers, directors, or audience.","3","ryschlossberg"," Naaaaahhhhhh
"
"3969","I groan anytime I see Ben Falcone doing anything more than a cameo on a film.This was so unfunny, so miscast, such a waste of time. Wasn't it just months ago that Melissa and Bobby Cannavale were in SUPERINTELLIGENCE together?I hear that Melissa and Olivia Spencer are life-long friends....sorry, that does not into a credible friendship on screen, and Olivia is Just Not Funny. There was ONE GOOD SCENE, with Em's grandmother, but that's about the only time during the film when I truly LAUGHED.Truly awful.","5","dlsaltzberg"," Melissa, we're glad you're happily married--but hubby is a TERRIBLE writer/director
"
"3970","I enjoyed it, The storyline was great and the characters were funny. Ignore the bad reviews and give it a shot, you wont regret it!","7","jessicafl-24297"," Worth seeing
"
"3971","I did not read the reviews before watch, but saw the ratings on here. I just watched this with husband and adult son and all of us enjoyed this movie. Love McCarthy, Bateman, and Spencer. While this is not the greatest movie ever, definitely worth watching.","7","jenniferhildebrandt"," Worth watching
"
"3972","This movie is not meant to be taken seriously and you should not. It is rubbish, but a brilliant kind of rubbish. The jokes are corney, script terrible and the action is just bad, BUT, it is so stupid, it is at times hilarious. Watch it without really watching it and you will enjoy it!","10","crpobrien"," Brilliantly rubbish
"
"3973","If you're up for a mindless farce, this is a fun romp. Certainly not ""great film"", but it's not trying to be one. Turn off your brain for a bit and enjoy!","7","brian-1257"," Fun for what it is
"
"3974","I gave it a five only for the beginning of the movie. I love both Melissa McCarthy and Octavia Spencer. In fact I am shocked Octavia did such a horrible movie. As a person who is not a size zero. I am getting a little upset on how Melissa McCarthy portrays women of size. It's embarrassing. She mostly portrays as uncouth and gross sense of humor. While I don't usually care about swearing she just does it in times it's not called for. Even if you weren't raised in the best situation her character was around others with manners (for the love of god) pickup so social cures. I did like how the story started out with the girls young. I had hope. Then it just went to gross humor and predictable screw ups. I just wanted this to be good. I was disappointed..","5","michelec-93774"," No need to watch this
"
"3975","Is it a great movie? No.Is it mediocre? If I'm being kind...My problem is that with movies like this, all the best bits are in the trailer. There are some funny scenes. But, overall, it's a predictable, mediocre comedy with no surprises.","5","brainwerx-1"," Mildly better than Ghostbusters
"
"3976","Standard fare for McCarthy. Same ol' same ol'. Sometimes a bit funny; but the unfunny vastly outnumbers the funny.","unknown_value_please_contact_support","jastpeel-37-483655"," Geared to the least common denominator
"
"3977","I'm a fan of both Spencer and McCarthy but I never would have thought to put them together, and yet it somehow works.I'm still not sure what that ridiculous romance plot was in this film, and yes the writing could've been so much better, but for something fun to relax and watch with your family it was very enjoyable. I watched it with my parents who are in their sixties and we all laughed through the whole film, did we think some of it was stupid? Hell yes! But my god was it a fun movie to escape from this horrible world even for just 106 minutes.We really like this movie and we will be watching it again, so if you want a fun escape like we did then why not give it a shot?","10","grimm-21014"," Wasn't the best, but it was very entertaining!
"
"3978","Loved it. Loved it. Loved it. It's just what you would expect from a Melissa McCarthy movie. There are a few gross scenes, like the raw you know what....well, you've been warned. And as for the poor reviews....let's just say that a subset of society gets really salty when their demographic isn't portrayed as the heroes. Get over it.","10","ezicat"," Completely and utterly...hilarious
"
"3979","It's not Endgame or Justice League, but this is a totally enjoyable movie with a few good laughs throughout. Great cast, stupid jokes, Miami Vice soundtrack, and it reminds me of an old cartoon show. Is it the best movie ever made? No. Is it much better than many modern superhero and comedy movies? Yes, yes it is. The only reason I wrote this review was because I felt I needed to come to this movies defence in the wake of a slew of negative reviews trashing the Falcone McCarthy team. I hope they keep making movies together and I hope they make me laugh like this one did.The only critical comment I have is that this would have made a better TV show than a movie, but it's still worth a watch. Thunder Force!Hope this helped.","10","IQ_WINEHUT_MCMXCI"," This movie is good
"
"3980","A sad way to use greats Oscar winners like Melissa Leo and Octavia.","2","lpallanza"," Awful
"
"3981","The amount I cringed during this movie was unbelievable. Never have I seen such an awful movie - I'm not exaggerating, this is the worst movie I've ever watched. Save yourself the pain (yes, physical pain caused by the amount of cringing you'll do during this watch) and for the love of god, choose a different movie. I'd give my entire paycheck to go back in time and get back the 100 minutes I spent infuriated over the idiocy shown on screen. The jokes are childish and the plot is completely mindless. Do. Not. Watch. Please, save yourself.","1","amayaspams"," A disturbingly terrible film.
"
"3982","Movie had a good plot - superheros who no can conceive to be one (females + approaching 50s + not supermodel figured) - that is why I even gave it a try. SUPER was just disappointment - movie was bad at acting, humor, deliveries. Only breather was presence of Jason Bateman still not enough to suffer the time on it.Save yourself - I wasn't wise enough to.","3","iwatchibinge"," Hard pass it!
"
"3983","8 out of 10 waste your time and this one has no exception.2 star for Pom Klementieff. Trailer looks fine but the actual movie suck.","2","johnlau618"," Beware of sci-fi movie made by Netflix
"
"3984","Boring and un-funny. Just avoid this trash. The character of Lydia was very irritating and she sou dds as though she's drunk the whole film.","2","philhemstock-11782"," Don't waste your time
"
"3985","Dreadful movie, I wish I could sue for the time back.","1","andismyth"," Don't waste your time
"
"3986","Offered nothing new, not worth watching.It was so dumb and annoying all it did was make me feel frustrated and annoyed. Put me in a foul mood.Was a first time experience getting that mindset after watching something labeled as a comedy.","1","fandanne-766-133657"," Thought it would be funny
"
"3987","This film was just awful and very uninteresting full of cheap and non enjoyable dry humor. Melissa McCarthy has been the same throughout her acting career if it ain't bridesmaid, identity Thief, Tammy. Spy and heat and now this heap of garbage i do dread what she will be starring in next.I did expect better from Octavia Spencer especially coming from what i personally thought was a brilliant back to back acting career such as Ma, Witches, Onward and her small role in instant family. But to see her in this type of film its pretty heart breaking as some people would know she can do a lot more better.I know there is a load more extra characters in this movie, i ain't going to slate them all but i will say this film is definitely a NOT THE ONE TO WATCH!!!! You will never get your 1 hour 46 mins back from watching this film.If i could give it a 0 stars out of 10 i would.","1","martinyoungb"," awful film.
"
"3988","I feel like this movie is written by a 5 year-old. The directing, the music, all feels so forced. The acting is very mediocre. Nothing goes together. The director must woken up one morning and thought to himself ""oh, I think this movie needs a bit of this"", and without any further thinking, he adds directly to it. This movie is like the first draft of your uni essay, near rubbish. That's almost 2 hours of my life I am never getting back.","3","danielshang"," I have never given 3 before, but this movie deserves it
"
"3989","One the worst movies I have seen in a while. Absolute disaster.","1","ashwinvachu"," Worst
"
"3990","Writing was awful, acting was worse. To have such a talented cast and produce this dud is almost baffling.","2","jwalenczyk"," It's hard to find a silver lining to this cloud.
"
"3991","The premisse of this movie is really good. 2 meddle age women having superpowers, running out of the usual teenager drama of this kind movies, but after the firsts 5 minutes (really good firsts 5 minutes) the movie becoming a trash.","1","nevoheiro"," Only watch the 5 firsts minutes.
"
"3992","Seriously, her husband is dragging her down with his rubbish movies! I love McCarthy and she does a great job in any film she's cast in including this one. But the story was crap! There was literally no character development or any backstory whatsoever so you just have to make it up yourself I guess. It was funny in parts thanks to Melissas humour but please, for the love of God and your career Melissa, STOP letting your husband direct!","3","reagansteyn"," Melissa needs a divorce
"
"3993","I am a huge fan of Melissa and Octavia and super hero movies, so I was pumped about this film but... my god it's bad. It is bad. There isn't any depth to it, like there hasn't been any real thought. No character development, no real plot line. I wasn't expecting much in terms of story but this just feels so lazy. Such a shame.","2","hannahjbiggs"," I love McCarthy and Spencer
"
"3994","I saw Thunderforce and had lots of different people representing different races and genders. Jason Bateman made me chuckle. Those are all of the positives.Unfortunately, the movie is poorly written, directed and gives said races and genders very little to do or say. Jokes go on and on and on and....are not so funny.When is Hollywood going to wake up and realize....good story generally will be rewarded will positive word of mouth and at least good reviews. However there is so much junk ( like this movie) you have to suffer thru the gravel to get a little nugget of gold. FYI....this move ain't it.","3","eriksheedlo"," Lots of representation, but bad movie...
"
"3995","Netflix is doing movies to fill his catalogue, we can't expect much from them. TV movies with Hollywood stars as baits.","5","waldysportes"," Just a TV movie
"
"3996","It was torture Melissa tries to hard to be funny
It too long for the movie to get to the point.","1","pedro281980"," No good
"
"3997","Watched this on Netflix yesterday.Pros:
Movie didn't offend me. This seems to be important when making movies nowadays.Cons:
Not very funny for a comedy. Plot was also full of holes.Force feeds some woke themes. Overweight female heroes empowering and beating The King and so on.","3","Demidicus"," Boring superhero movie
"
"3998","Thunder force
2021
12A
Director: Ben Falcone
Starring: Melissa McCarthy, Octavia Spencer, Jason Bateman, Pom Klementieff, Bobby Canavale, Melissa Leo, Tayler Mosby etcOverall rating 31/100Thunder force is about a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect the city. Wow what can I say Thunder force was absolutely terrible and Melissa McCarthy's worst film that she has been in, she really needs to stop working with her husband as she is so talented but is being type casted as the same character each film she is in, let's get started.I will be nice and start with a few positives the movie had a good set up, some good setting up of the story world and the main characters friendship and some good character background. I thought that the movie actually started out pretty decent, it set up the main plot point for the movie well, establishing the story world, the characters and the rise of the miscreants that had me interested. I also thought that they did a good job with giving both main characters good character background and set up their friendship well, the movie spent a good amount of time developing the younger versions of themselves establishing a good connection between them and setting up their reunion when they were older pretty well.Now lets get into some negatives the movie had generic conflict, poorly written break up of friendships, a terrible script and really bad pacing issues. The movies sources of conflict between the two main characters was so generic and lazily written it was really poor, they broke of their friendship for the most pathetic and boring reason and it was just very amateurish writing, there was never really enough conflict for the characters or between the characters that was truly notable. I also thought the script was absolutely terrible, it was poorly and lazily written, with every cliché of the genre imaginable, the dialogue was awkward and clunky and never landed and it was just often very cringy and awkward to watch. I also thought the movie had awful pacing issues, everything felt extremely rushed and it never gave you any time to digest any of the scenes, this made the movie lose its emotion and impact and often was just inconsistent with its entertainment levels.My next few negatives would be the lack of humour the film had, the lazy set up, how predictable it was and the lack of chemistry between the leads. The movie just simply wasn't funny, it was awkward and clunky and the jokes very rarely landed which was such a shame because the cast is funny with good writing, but even their charm and charisma wasn't enough for the movie, the movie simply tried to hard to be funny and it simply achieved the opposite. The movie had simply lazy set up, the whole set up of the powers being introduced with the main characters it was lazily written and predictable and made the characters seem extremely dumb. The movie was also very predictable, it followed every single cliché of the genre possible, I could predict all the plot twists of the movie half an hour before it even happened and did nothing to go against that, it felt like a copy and paste of so many other movies. I also thought that their was a lack of chemistry between the two characters, I love Melissa McCarthy and I love Octavia Spencer but for me they didn't work well together, their comedy is fairly different and both characters were fairly mean and toxic to each other for a lot of the movie and weren't really that likeable.My final few positives would be the good cinematography, some fun sequences of powers, some funny moments and a few fun action sequences. The movie did have fairly decent cinematography in places not in all of the action scenes but sometimes the characters powers actually looked pretty good and they paid attention to detail in parts which was nice to see. I also thought there was some fun sequences highlighting the main characters powers, the montage of Melissa McCarthy training her powers was funny, interesting and one of the few times were the humour actually worked, they also spent a decent amount of time on it as well which I liked. I also thought some of the action sequences were fairly fun, although unrealistic in places they were still for the most part entertaining and some of the best parts of the movie.My next few negatives would be the repetitive plot points, the awkward and corny tone as well as the lack of depth to the main characters and the villains. The movie had some very repetitive plot points, it repeated dialogue that was supposed to be funny multiple times when it just wasn't and then just had recycled and reused plot points sprinkled over the movie making the pacing very clunky, this lead onto my next criticism in that it had a very awkward and corny tone. The movie was simply too awkward, they tried way too hard to be funny and it simply wasn't making it incredibly awkward to watch and just had so many corny lines of dialogue that felt recycled from a cringy 80's movie. I also thought the movie lacked any form of character depth, the characters were on dimensional and cliched and didn't really have any form of development or overall depth, the villains were also terrible, not once did they feel like a threat, they were poorly written given corny dialogue and it was just so cliched and boring it was often painful to watch.My final few negatives would be odd character decisions, lapses in the logic and lack of heartwarming moments of themes. I found that the movie had really odd character decisions, the film was riddled with inconsistencies with its characters, they were often making decisions that simply just didn't make sense or felt forced to move onto the next plot point, it was just filled with lapses in logic that just made the movie come across as ridiculous and lazy. I also thought the movie just lacked any form of heartwarming moments and themes. Any kind of sweet moments were either rushed or just felt too forced and generic, for a good comedy to work usually they have an empowering theme or some good emotion to it that makes you connect with it on a different level and Thunder force was unfortunately missing this quality for me.Overall, Thunder force had some funny and entertaining moments with a somewhat interesting idea that just didn't land. In what was an awkward, predictable, not funny, lazily written mess. And is a complete embarrassing waste of the talented actors involved. Melissa McCarthy needs to stop working with her husband.","3","rnixon-15663"," Thunder Force
"
"3999","Ben Falcone is becoming the next John Derek, and/or Dennis Dugan.","unknown_value_please_contact_support","michaelmetcalf-42631"," Here's a new headline for ya!
"
"4000","Was really hoping for much more with this cast, but...man. Really bad. But it was nice that Melissa gave her husband a shot.","2","nickspooner"," The ""Mystery Men"" of the Covid Content Era.
"
"4001","Going into this movie, I was prepared to love it, for a few reasons. I love Octavia Spencer and Melissa McCarthy; I think they are both incredibly talented women, for that alone, I went in with high expectations and the other reason is that the movie has two plus-size leads and as a plus person myself, I am all for that representation, especially in a superhero movie as this is almost always never the norm. The twisted thing about expectations however is that they usually lead to disappointment and this movie had bucket loads of it.When Melissa McCarthy is a lead in a movie, it would be naÃ¯ve of one not to expect comedy and that is exactly what happened in this movie, her character has little to no character development, her whole arc in the movie is entirely mad up of being the comic relief like any other movie she is in. This is not Melissa's fault because for the most part, it works, I found myself giggling a few times during the movie, I think I was meant to laugh a lot more but most of the jokes fell flat, Melissa and Octavia are both plus-size women, so the better part of the movie is dedicated to fat stereotypical jokes, that compensate for a lackluster storyline.Melissa McCarthy with the help of the young girls that played a younger her(Vivian Falcone and Mia Kaplan) did a decent job bringing a typical Melissa McCarthy character, Lydia, to life. The really isn't much to dissect about her character, she plays out how you'd expect her to play out from the moment she is introduced. Melissa McCarthy might just be the most typecast actress in Hollywood, but that is a discussion for another time.The storyline was promising, a young, smart black girl, who had a bad thing happen to her as a child, growing up to be a powerful woman dedicated to fighting back against those that wronged her as a child is an inspiring story and Octavia Spencer and the young actresses that played a younger her(Bria Danielle and Tai Leshaun) did an amazing job breathing life into the character of Emily Stanton but somehow the storyline still fell flat, and this was mostly due to the fact that the movie is too self-aware, it is very aware of the diverse cast it has, the inclusivity feeling the viewer will get while watching, unfortunately it is also because of that self-awareness that they didn't take time to develop their characters, make you care about the heroes, even the villain.The Crab had more character development than both our heroes, and his whole deal is that he has crabs for arms, when the only character that is memorable from your movie is a guy whose power is having crab arms, then you know your movie did something wrong. This movie had moments where it felt like they wanted you to take a moment serious but then ruined it with a lazy dry joke in the next scene. This movie is bad as far as superhero movies go but it's a decent watch if your thing is laughing over forced stereotypical jokes.","2","khanirawlingsk"," Superhero movie, but make it about fat jokes.
"
"4002","An amusing idea and a great cast can't compensate for poor writing, tedious pacing, a plodding and predictable plot, sloppy editing, and a tragic uncertainty about direction or tone. This film could've been the next Sky High, The Mask, Super, Mystery Men, or even Deadpool. Unfortunately, thanks to what feels like a rush-job with some actor-director nepotism thrown in, it's not even Shazam. I'll give it a 6 for originality and potential and a 4 for execution. That's about a 5. And I'll take away a point for wasting the talents of Melissa McCarthy and Octavia Spencer. (And for wasting Pom Klementieff who should spend the rest of her life playing Mantis in Guardians of the Galaxy where she positively scintillates!) So 4 / 4.5 out of 10 feels about right. You're better off just reading the summary and hearing about this movie from friends. Otherwise, it's probably a soft pass.","4","malcolmwrites"," Soft Pass
"
"4003","Again I watched a movie on Netflix's top 10 list thinking it should be good but clearly is not. Just stop with the list because it's just lies and for Christ sake Netflix stop making garbage stuff and maybe just focus on less projects that are actually good instead of just a large amount of trash. Yes they make great stuff like stranger things and others but 1 out of 100 is not good and then raise your price. Like wtf.","1","philldr8"," Netflix's ""Top 10"" list strikes again
"
"4004","Its just the same movie Mel Mc has done over and over agin except this time for suspension of disbelief we have that other woman that always looks bored and would fit a role as the DMV clerk in the scientist role, its just a dumb movie but a dumb repeat of things done better before.","2","andjones-55655"," Its the same movie again
"
"4005","Now replace my wording with profanity!""lets make a bad movie"" Says the someone!!Everyone agrees and this comes out!","2","mariuuu87"," Imagine the pitch meeting
"
"4006","I see they're blaming anti-feminism on the fact that this got panned. So it can't just be a terrible film, it HAS to be some motivation behind the poor reviews? When will these absolute idiots just realise that they are out of touch with their audience and stop making these awful, unfunny films? Stop trying to find a reason behind poor reviews. Your trash movies are the reason.","2","ben-mckimm"," Well...
"
"4007","McCarthy has funny films that have a typical formula that make them funny, usually starting with a script written by people who get the comedy genre and then a director paired with an editor that understand timing and delivery. This film doesn't have that formula. The reviews that say 10/10 should be required to answer a real ""why"" question in order to be visible by others.My ""why"" for a 2/10: falls flat on many scenes that could have been funny if the right lead was cast. McCarthy as a dumb but strong character paired with a woman that seems to lack any and all comic ability definitely delivers as is. That is- it doesn't. Spencer is a great actress. We have seen her delivery in dramas. It makes no sense in this case when really all we needed as a humorous lead allowing McCarthy to be the comic relief she's good at as a supporting character or one that can be trashed and get laughs.A quick search for ""Spy"" is a good resume for McCarthy's success. Or even brides maids. Both roles she acted as a side kick to someone even more ridiculous than here. Spencer doesn't do it.","2","michael-561-692892"," Not worth the time commitment
"
"4008","This is ""Tammy"" in a superhero premise. This proves Netflix has $ to burn for this to be greenlit. Long Character Improv that couldnt have been scripted....and stretching of ""jokes"" that fall waaaaaay flat.Melissa= same character in almost everyone of her films because....well
Message to Ben Falcone. Please Stop. There is no cure for nepotism.","2","metaldj"," Thunder Farce...Another Netflix Financial Flunk
"
"4009","First ten minutes with the characters as kids were OK. After that it went completely downhill. The script is absolutely dreadful and makes no sense whatsoever. I love MM but there was way too much of her stereotyped overacting from the off, which didn't fit in here. Switched off after 40 minutes or so. Don't waste your time, I'm warning you!","2","katebez-06770"," Utter rubbish
"
"4010","It's sad that they couldn't make this a good movie. The concept for the movie is ok. I truly tried to give it a chance, but the movie actively worked against me trying to like it.So no!! Do not watch!","1","danieljonsson-01058"," No!
"
"4011","So far in the running for worst film of the year. Not one chuckle. MM ad-libbing.... STOP ALREADY!!! Ben Falcone can't direct to save his own life. No plot, horrible written trash, 'jokes' that go on way too long, just. Utterly bad. Save this time to ask God for forgiveness for thinking this is a good film.","1","dlmcfarland2-2"," Didn't Even Finish It.
"
"4012","Had a few funny moments but was mostly stupid, boring and was pretty garbage.","3","veryprivateswag"," I thinkI am being generous with 3 stars.....
"
"4013","The movie quickly delves into the standard PG-13 affair of bad pop culture reference jokes that will only appeal to the most brainwashed and brain dead social media magnets that never detach from Facebook or Twitter long enough to be a human. Loose ends are glossed over and just tied up with a general ""We got 'em! Thanks team!"" If this is what's going to start passing for more female centric and female empowered content for younger females to look up to, we are in a bunch of trouble...","4","tallebrandi3"," Had early promise but...
"
"4014","I don't mind the middle-aged big ladies, I don't mind the silly humor, it's just like they're like the dumbest superheroes in the history of superheroes, and they're like dumb dumb not like comedically dumb. They don't wear a mask and then they pay the price! Like they're not supposed to. The dumbest traitor classic twist, and the stupidest most unnecessary self-sacrifice move in the history of filmmaking. If you're five years old and you're mentally challenged this movie might be a bit too smart for you!","3","nadimf-39142"," Sooooo dumb!
"
"4015","Bland, boring, and to be quite frank only one good laugh.","3","carterdodds"," Mallissa is usually very funny... not this time.
"
"4016","Not great although most of the cast are some of my favorite actors. In what universe is Pom Klementieff considered talented? Maybe in video games, but up against Melissa McCarthy, Octavia Spencer, Melissa Leo & Jason Bateman, she is HORRIBLE.","2","ladygreyheart"," Meh
"
"4017","This is probably the biggest bust since water world. From the writing to the acting this is the worst movie I have seen in 20-30 years. Better luck next time Netflix. Please someone tell the person who gave the okay to make this movie NO!!!","1","jgoodgion-51858"," Netflix Bust!! Worst movie in 20 years
"
"4018","Awful writing, flat acting. Absolute trash. I watched an hour or so of this waste of time and gave up. Unwatchable. I liked the cast, I just wish they were given something better to work with.","2","thanosbarg"," Unfunny trash
"
"4019","Don't waste your time with this garbage, is just bad !!!!","1","jmiguel77"," incredibly bad
"
"4020","Melissa McCarthy hasn't been in a funny films for a while now so not sure why this is tagged as a comedy.","3","lee-a-taylor"," Could have been so much better had anyone proof watched it
"
"4021","We usually really enjoy Melissa's films, as she usually very funny. Unfortunately for thunder force, the trailer is funnier than the movie and Octavia seemed like she wasn't interested in being part of it at all.OK to watch for free during lockdown but would have been suspended if I had paid for a cinema ticket.","4","dmclean1989"," Disappointed
"
"4022","I was anticipating a good movie what with mallisa McCarthy staring in it but
I was was disappointed.The movie just didn't make sense and it was a bit silly.Seems to me they made this for a quick buck to pay off some bills. I lost interest in this film after about 25 minutes.Not very good at all.","3","goodalan-82191"," Badly written and not well performed
"
"4023","I realize that Melissa McCarthy is funny and talented, but her husband Ben Falcone needs to quit riding her coattails. Every collaboration between those 2 results in utter garbage. Don't waste the time on this.","3","backura"," So bad!!
"
"4024","It has been years after ""the Boss"", and again, here goes the boring and chaotic writing/directing presented by Ben Falcone. The difference is that this time, not even Melissa McCarthy can save this horrible product even a little bit.In the first 60 minutes of this roughly 2-hour long movie, there were no actual stories at all, nor anything that is comedic except for McCarthy's shouting. The actual confrontation with the villains is about <10-minute long.To be honest, it is quite ridiculous that Ben Falcone's career as a filmmaker is still... active.","2","cielmercy"," Another expected failure of Ben Falcone
"
"4025","The two movies were apparently made back-to-back, in Atlanta, Aug - Oct 2019. Thus explaining some overlapping of actors, and I image, crew.Both films look underproduced. Technically, fine. But especially in this film, the ""crowd"" scenes are ridiculously lacking extras. I've worked on TV movies or miniseries, with hundreds of extras.More energy was put into ""Superintelligence."" This was apparently just treated like an extra thing to do with the crew.","unknown_value_please_contact_support","Ripshin"," Shot in Atlanta, right after ""Superintelligence""
"
"4026","I gave it 2 stars for nothing more than the concept. Could have been a thousand times better but let's face is Melissa McCarthy is not the greatest actress. The best she can try for is comedy and that is barely within her limited acting reach.As for the movie itself, the plot is all over the place, the attempts at humour are beyond forced and miss the mark every time.Watching this movie was painful. In an age of Marvel's Avengers and Justice League, this one should never have gotten off the draft board.","2","fcharette1969"," Not funny, not one bit
"
